净值日期,累计净值,单位净值,日增长率,复权净值
2015-12-29,1.0,1.0,0.0,1.0
2015-12-31,1.0,1.0,0.0,1.0
2016-01-08,1.001,1.001,0.0,1.001
2016-01-15,1.001,1.001,0.0,1.001
2016-01-22,1.001,1.001,0.0,1.001
2016-01-25,1.001,1.001,0.0,1.001
2016-01-26,1.001,1.001,0.0,1.001
2016-01-27,1.001,1.001,0.0,1.001
2016-01-28,1.003,1.003,0.1998,1.003
2016-01-29,1.004,1.004,0.0997,1.004
2016-02-01,1.004,1.004,0.0,1.004
2016-02-02,1.005,1.005,0.0996,1.005
2016-02-03,1.004,1.004,-0.0995,1.004
2016-02-04,1.004,1.004,0.0,1.004
2016-02-05,1.005,1.005,0.0996,1.005
2016-02-15,1.005,1.005,0.0,1.005
2016-02-16,1.005,1.005,0.0,1.005
2016-02-17,1.006,1.006,0.0995,1.006
2016-02-18,1.006,1.006,0.0,1.006
2016-02-19,1.007,1.007,0.0994,1.007
2016-02-22,1.007,1.007,0.0,1.007
2016-02-23,1.007,1.007,0.0,1.007
2016-02-24,1.007,1.007,0.0,1.007
2016-02-25,1.007,1.007,0.0,1.007
2016-02-26,1.007,1.007,0.0,1.007
2016-02-29,1.007,1.007,0.0,1.007
2016-03-01,1.007,1.007,0.0,1.007
2016-03-02,1.008,1.008,0.0993,1.008
2016-03-03,1.008,1.008,0.0,1.008
2016-03-04,1.008,1.008,0.0,1.008
2016-03-07,1.008,1.008,0.0,1.008
2016-03-08,1.009,1.009,0.0992,1.009
2016-03-09,1.009,1.009,0.0,1.009
2016-03-10,1.009,1.009,0.0,1.009
2016-03-11,1.01,1.01,0.0991,1.01
2016-03-14,1.01,1.01,0.0,1.01
2016-03-15,1.01,1.01,0.0,1.01
2016-03-16,1.01,1.01,0.0,1.01
2016-03-17,1.01,1.01,0.0,1.01
2016-03-18,1.011,1.011,0.099,1.011
2016-03-21,1.011,1.011,0.0,1.011
2016-03-22,1.011,1.011,0.0,1.011
2016-03-23,1.011,1.011,0.0,1.011
2016-03-24,1.011,1.011,0.0,1.011
2016-03-25,1.011,1.011,0.0,1.011
2016-03-28,1.01,1.01,-0.0989,1.01
2016-03-29,1.01,1.01,0.0,1.01
2016-03-30,1.01,1.01,0.0,1.01
2016-03-31,1.01,1.01,0.0,1.01
2016-04-01,1.01,1.01,0.0,1.01
2016-04-05,1.01,1.01,0.0,1.01
2016-04-06,1.01,1.01,0.0,1.01
2016-04-07,1.01,1.01,0.0,1.01
2016-04-08,1.01,1.01,0.0,1.01
2016-04-11,1.01,1.01,0.0,1.01
2016-04-12,1.009,1.009,-0.099,1.009
2016-04-13,1.008,1.008,-0.0991,1.008
2016-04-14,1.007,1.007,-0.0992,1.007
2016-04-15,1.007,1.007,0.0,1.007
2016-04-18,1.007,1.007,0.0,1.007
2016-04-19,1.007,1.007,0.0,1.007
2016-04-20,1.006,1.006,-0.0993,1.006
2016-04-21,1.006,1.006,0.0,1.006
2016-04-22,1.004,1.004,-0.1988,1.004
2016-04-25,1.003,1.003,-0.0996,1.003
2016-04-26,1.002,1.002,-0.0997,1.002
2016-04-27,1.003,1.003,0.0998,1.003
2016-04-28,1.003,1.003,0.0,1.003
2016-04-29,1.003,1.003,0.0,1.003
2016-05-03,1.004,1.004,0.0997,1.004
2016-05-04,1.004,1.004,0.0,1.004
2016-05-05,1.004,1.004,0.0,1.004
2016-05-06,1.004,1.004,0.0,1.004
2016-05-09,1.004,1.004,0.0,1.004
2016-05-10,1.004,1.004,0.0,1.004
2016-05-11,1.005,1.005,0.0996,1.005
2016-05-12,1.004,1.004,-0.0995,1.004
2016-05-13,1.004,1.004,0.0,1.004
2016-05-16,1.004,1.004,0.0,1.004
2016-05-17,1.003,1.003,-0.0996,1.003
2016-05-18,1.003,1.003,0.0,1.003
2016-05-19,1.002,1.002,-0.0997,1.002
2016-05-20,1.002,1.002,0.0,1.002
2016-05-23,1.003,1.003,0.0998,1.003
2016-05-24,1.003,1.003,0.0,1.003
2016-05-25,1.003,1.003,0.0,1.003
2016-05-26,1.003,1.003,0.0,1.003
2016-05-27,1.003,1.003,0.0,1.003
2016-05-30,1.003,1.003,0.0,1.003
2016-05-31,1.003,1.003,0.0,1.003
